"CDSCode","NCESDist","NCESSchool","StatusType","County","Distrinct","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","district"
"10752341030352","0691134","10212",Active,Fresno,,Rio Del Rey High (Continuation),"6052 Juanche","6052 Juanche",Tranquillity,"93668",CA,PO Box 457,PO Box 457,Tranquillity,"93668",CA,(559) 698-7205,"",www.gpusd.org,1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","11-12",N,0,36.645943,-120.25434,Joel,Ramiez,jramirez@gpusd.org,"","","","","","",2015-12-14,Golden Plains Unified
"10752341030360","0691134","",Closed,Fresno,,El Portal High YR (Indend St.),"21960 Railroad, San Joaquin","21960 Railroad, San Joaquin",Tranquillity,"93668",CA,"21960 Railroad, San Joaquin","21960 Railroad, San Joaquin",Tranquillity,"93668",CA,"","","",1980-07-01,1991-06-30,0,"","","54",Unified School District,"63",Alternative Schools of Choice,"","",HS,High School,"9-12","","",,,,"","","","","","","","","",1999-06-24,Golden Plains Unified
"10752341030659","0691134","",Closed,Fresno,,Westside Adult (Three Rocks Center),"16101 South Derrick Avenue","16101 South Derrick Ave.",Three Rocks,"93608",CA,PO Box 159,PO Box 159,San Joaquin,"93660",CA,"","","",1998-08-04,2003-07-01,0,"","","54",Unified School District,"70",Adult Education Centers,"","",ELEMHIGH,Elementary-High Combination,"6-12","","",,,,"","","","","","","","","",2004-01-16,Golden Plains Unified
"10752341037456","0691134","10214",Active,Fresno,,Tranquillity High,"6052 Juanche Street","6052 Juanche St.",Tranquillity,"93668",CA,PO Box 937,PO Box 937,San Joaquin,"93660",CA,(559) 698-7205,"",www.gpusd.org,1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,36.645943,-120.25434,Jim,Reed,jreed@gpusd.org,"","","","","","",2015-12-14,Golden Plains Unified
"10752343430485","0691134","",Merged,Fresno,,Wood (Howard C.) High,"2239 Chase Drive","2239 Chase Dr.",Rancho Cordova,"95670",CA,Incorrect S/B County 34,Incorrect S/B County 34,Rancho Cordova,"95670-0545",CA,"","","",1990-10-12,1999-06-30,0,"","","54",Unified School District,"66",High Schools (Public),"","",HS,High School,"9-12","","",,,,"","","","","","","","","",2000-02-03,Golden Plains Unified
"10752346005805","0691134","10215",Active,Fresno,,Cantua Elementary,"29288 West Clarkson","29288 West Clarkson",Cantua Creek,"93608",CA,PO Box 937,PO Box 937,San Joaquin,"93660",CA,(559) 829-3331,"",www.gpusd.org,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.501354,-120.32003,Ana,Bustos,abustos@gpusd.org,"","","","","","",2016-07-01,Golden Plains Unified
"10752346006647","0691134","10216",Active,Fresno,,Helm Elementary,"13883 South Lassen Avenue","13883 South Lassen Ave.",Helm,"93627-9900",CA,PO Box 937,PO Box 937,San Joaquin,"93660",CA,(559) 866-5683,"",www.gpusd.org,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.533793,-120.0979,Joel,Ramirez,jramirez@gpusd.org,"","","","","","",2015-12-14,Golden Plains Unified
"10752346007223","0691134","10217",Active,Fresno,,San Joaquin Elementary,"8535 South Ninth","8535 South Ninth",San Joaquin,"93660",CA,PO Box 937,PO Box 937,San Joaquin,"93660",CA,(559) 693-4321,"",www.gpusd.org,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.608773,-120.18701,Barbara,Zambrano,bzambrano@gpusd.org,"","","","","","",2015-12-14,Golden Plains Unified
"10752346007397","0691134","10218",Active,Fresno,,Tranquillity Elementary,"6116 South Daniels","6116 South Daniels",Tranquillity,"93668-0520",CA,PO Box 937,PO Box 937,San Joaquin,"93660",CA,(559) 698-5517,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.644302,-120.25332,Matt,Kinnunen,mkinnunen@gpusd.org,"","","","","","",2016-07-01,Golden Plains Unified
"10752750000000","0636805","",Active,Fresno,,"","29143 Auberry Road","29143 Auberry Rd.",Prather,"93651-9757",CA,"29143 Auberry Road","29143 Auberry Rd.",Prather,"93651-9757",CA,(559) 855-3662,"",www.sierrausd.org,,,,"","","54",Unified School District,"","","","","","","","","",,37.036855,-119.52014,Melissa,Ireland,mireland@sierrausd.org,"","","","","","",2015-12-18,Sierra Unified
"10752750124123","0636805","12899",Active,Fresno,,Sierra Junior High,"33326 Lodge Road","33326 Lodge Rd.",Tollhouse,"93667-9644",CA,"33326 Lodge Road","33326 Lodge Rd.",Tollhouse,"93667-9644",CA,(559) 855-8311,"",www.sierra.k12.ca.us,2011-08-16,,0,"","","54",Unified School District,"64",Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"7-8","7-8",N,0,37.03611,-119.45234,Sean,Osterberg,sosterberg@sierrausd.org,"","","","","","",2016-08-17,Sierra Unified
"10752750124586","0636805","12884",Active,Fresno,,Foothill Elementary,"29147 Auberry Road","29147 Auberry Rd.",Prather,"93651-9757",CA,"29147 Auberry Road","29147 Auberry Rd.",Prather,"93651-9757",CA,(559) 855-3551,"",www.sierra.k12.ca.us,2011-08-16,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.036868,-119.52011,Alaln,Harris,aharris@sierrausd.org,"","","","","","",2016-09-29,Sierra Unified
"10752751030139","0636805","00399",Active,Fresno,,Sandy Bluffs Alternative Education Center,"33280 Lodge Road","33280 Lodge Rd.",Tollhouse,"93667-9606",CA,"33280 Lodge Road","33280 Lodge Rd.",Tollhouse,"93667-9606",CA,(559) 855-3020,"",www.sierra.k12.ca.us,1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","9-12",N,0,37.037738,-119.454,Ara,Keledjian,akeledjian@sierrausd.org,"","","","","","",2016-07-01,Sierra Unified
"10752751030600","0636805","13400",Active,Fresno,,Black Mountain Adult,"33461 Lodge Road","33461 Lodge Rd.",Tollhouse,"93667-9606",CA,"33461 Lodge Road","33461 Lodge Rd.",Tollhouse,"93667-9606",CA,(559) 855-7792,"",www.sierrausd.org,1994-06-03,,0,"","","54",Unified School District,"70",Adult Education Centers,TRAD,Traditional,A,Adult,Adult,"",P,,37.036574,-119.45273,Ara,Keledjian,akeledjian@sierrausd.org,"","","","","","",2016-01-31,Sierra Unified
"10752751030709","0636805","07971",Active,Fresno,,Oak Meadow Community Day,"33411 Lodge Road","33411 Lodge Rd.",Tollhouse,"93667-9606",CA,"33411 Lodge Road","33411 Lodge Rd.",Tollhouse,"93667-9606",CA,(559) 855-4347,"",www.sierra.k12.us,1999-07-01,,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,"4-8","8",N,0,37.038745,-119.46462,Ara,Keledjian,akeledjian@sierrausd.org,"","","","","","",2015-06-18,Sierra Unified
"10752751030808","0636805","08477",Closed,Fresno,,University High,"2355 East Keats - M/S /UH134","2355 East Keats - M/S /UH134",Fresno,"93740-8010",CA,"2355 East Keats - M/S /UH134","2355 East Keats - M/S /UH134",Fresno,"93740-8010",CA,"","",www.csufresno.edu/univ/high,2000-08-24,2007-06-30,1,"0198",Locally funded,"54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12","",,,,"","","","","","","","","",2009-10-02,Sierra Unified
"10752751036938","0636805","00401",Active,Fresno,,Sierra High,"33326 Lodge Road","33326 Lodge Rd.",Tollhouse,"93667-9606",CA,"33326 Lodge Road","33326 Lodge Rd.",Tollhouse,"93667-9606",CA,(559) 855-8311,"",www.sierra.k12.ca.us,1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,37.036142,-119.4523,Sean,Osterberg,sosterberg@sierrausd.org,"","","","","","",2016-08-17,Sierra Unified
"10752756005755","0636805","00405",Closed,Fresno,,Auberry Elementary,"33367 North Auberry Road","33367 North Auberry Rd.",Auberry,"93602-9626",CA,"33367 North Auberry Road","33367 North Auberry Rd.",Auberry,"93602-9626",CA,"","",www.sierra.k12.ca.us,1980-07-01,2011-07-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,"",,,,"","","","","","","","","",2011-07-26,Sierra Unified
"10752756007355","0636805","00406",Closed,Fresno,,Balch Camp Elementary,"36000 Trimmer Springs Road","36000 Trimmer Springs Rd.",Auberry,"93602-1000",CA,PO Box 1000,PO Box 1000,Auberry,"93602-1000",CA,"","",www.sierra.k12.ca.us,1980-07-01,2013-07-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,"3-8","",,,,"","","","","","","","","",2013-07-01,Sierra Unified
"10752756007363","0636805","00407",Closed,Fresno,,Sierra Elementary,"27444 East Tollhouse Road","27444 East Tollhouse Rd.",Tollhouse,"93667-9701",CA,"27444 East Tollhouse Road","27444 East Tollhouse Rd.",Tollhouse,"93667-9701",CA,"","",www.sierra.k12.ca.us,1980-07-01,2011-07-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-4,"",,,,"","","","","","","","","",2011-07-26,Sierra Unified
"11101166071963","0691008","",Closed,Glenn,,Glenn County Superintendent Ed,"924 Second Street","924 Second St.",Orland,"95963",CA,"924 Second Street","924 Second St.",Orland,"95963",CA,"","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"10752756096853","0636805","00409",Active,Fresno,,Pole Corral Elementary,"65265 Hall Meadow","65265 Hall Meadow",Shaver Lake,"93664-9631",CA,"65265 Hall Meadow","65265 Hall Meadow",Shaver Lake,"93664-9631",CA,(559) 865-5333,"",www.sierra.k12.ca.us,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-2,N,0,37.010218,-119.01369,Ara,Keledjian,akeledjian@sierra.k12.ca.us,"","","","","","",2016-09-29,Sierra Unified
"10752756111553","0636805","01990",Closed,Fresno,,Foothill Middle,"29147 Auberry Road","29147 Auberry Rd.",Prather,"93651-9757",CA,"29147 Auberry Road","29147 Auberry Rd.",Prather,"93651-9757",CA,"","",www.sierra.k12.ca.us,1993-08-25,2011-07-01,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,"4-8","4-10","",,37.013932,-119.55441,"","","","","","","","","",2013-07-02,Sierra Unified
"10752756112544","0636805","03059",Active,Fresno,,Lodge Pole Elementary (Alternative),"33467 Lodge Road","33467 Lodge Rd.",Tollhouse,"93667-9606",CA,"33467 Lodge Road","33467 Lodge Rd.",Tollhouse,"93667-9606",CA,(559) 855-4347,"",www.sierra.k12.ca.us,1994-09-01,,0,"","","54",Unified School District,"63",Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,K-8,"1-8",N,0,37.038521,-119.46435,Ara,Keledjian,akeledjian@sierrausd.org,"","","","","","",2015-06-18,Sierra Unified
"10752756116552","0636805","07972",Closed,Fresno,,Ponderosa Community Day,"33435 Lodge Road","33435 Lodge Rd.",Tollhouse,"93667-9606",CA,"33435 Lodge Road","33435 Lodge Rd.",Tollhouse,"93667-9606",CA,"","",www.sierra.k12.ca.us,1999-07-01,2013-06-30,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,K-6,"5","",,37.038649,-119.46451,"","","","","","","","","",2013-10-01,Sierra Unified
"10754080000000","0600040","",Active,Fresno,,"","3160 West Mount Whitney Avenue","3160 West Mt. Whitney Ave.",Riverdale,"93656-9272",CA,PO Box 1058,PO Box 1058,Riverdale,"93656-1058",CA,(559) 867-8200,"",www.rjusd.org,,,,"","","54",Unified School District,"","","","","","","","","",,36.430962,-119.85498,Jeff,Percell,jpercell@rjusd.org,"","","","","","",2015-06-11,Riverdale Joint Unified
"10754081030253","0600040","07830",Active,Fresno,,Horizon High,"3086 West Mount Whitney Avenue","3086 West Mt. Whitney Ave.",Riverdale,"93656-9401",CA,PO Box 726,PO Box 726,Riverdale,"93656-0726",CA,(559) 867-3614,"",www.rjusd.org,1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","10-12",N,0,36.430885,-119.85501,Melissa,Locke,mlocke@rjusd.org,"","","","","","",2016-07-19,Riverdale Joint Unified
"10754081030519","0600040","",Closed,Fresno,,Riverdale Adult,"3086 West Mount Whitney Avenue","3086 West Mount Whitney Ave.",Riverdale,"93656",CA,PO Box 726,PO Box 726,Riverdale,"93656-0726",CA,"","","",1993-08-16,2013-06-07,0,"","","54",Unified School District,"70",Adult Education Centers,TRAD,Traditional,A,Adult,Adult,"","",,,,"","","","","","","","","",2014-01-23,Riverdale Joint Unified
"10754081030832","0600040","08478",Closed,Fresno,,Riverdale Community Day,"3021 West Kruger Avenue","3021 West Kruger Ave.",Riverdale,"93656-9703",CA,PO Box 726,PO Box 726,Riverdale,"93656-0726",CA,"","",www.rjusd.org,2000-08-21,2012-07-31,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,HS,High School,"5-12","7-10","",,36.427256,-119.85227,"","","","","","","","","",2013-07-02,Riverdale Joint Unified
"10754081035575","0600040","05120",Active,Fresno,,Riverdale High,"3086 West Mount Whitney Avenue","3086 West Mt. Whitney Ave.",Riverdale,"93656-0726",CA,PO Box 726,PO Box 726,Riverdale,"93656-0726",CA,(559) 867-3562,"",www.rjusd.org,1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,36.430885,-119.85501,Melissa,Locke,mlocke@rjusd.org,"","","","","","",2016-07-20,Riverdale Joint Unified
"10754086007082","0600040","05118",Active,Fresno,,Riverdale Elementary,"3700 Stathem Street","3700 Stathem St.",Riverdale,"93656",CA,PO Box 338,PO Box 338,Riverdale,"93656",CA,(559) 867-3589,"",www.rjusd.org,1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"4-8","4-8",N,0,36.433905,-119.86401,Chris,Stilson,cstilson@rjusd.org,"","","","","","",2016-07-20,Riverdale Joint Unified
"10754086007090","0600040","05119",Active,Fresno,,Fipps Primary,"21320 South Feland","21320 South Feland",Riverdale,"93656",CA,PO Box 338,PO Box 338,Riverdale,"93656-0338",CA,(559) 867-3353,"",www.rjusd.org,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,36.427139,-119.85557,Gina,Daniels,ginadaniels@rjusd.org,"","","","","","",2016-07-20,Riverdale Joint Unified
"10755980000000","0600067","",Active,Fresno,,"","1 Tiller Avenue","1 Tiller Ave.",Caruthers,"93609",CA,PO Box 127,PO Box 127,Caruthers,"93609",CA,(559) 864-6500,"",www.caruthers.k12.ca.us,,,,"","","54",Unified School District,"","","","","","","","","",,36.53774,-119.83249,Orin,Hirschkorn,orhirschkorn@caruthers.k12.ca.us,"","","","","","",2015-03-25,Caruthers Unified
"10755980108985","0600067","10790",Closed,Fresno,,MARC Community Day,"2580 West Tahoe Avenue","2580 West Tahoe Ave.",Caruthers,"93609",CA,PO Box 545,PO Box 545,Caruthers,"93609-0545",CA,"","",www.caruthers.k12.ca.us,2005-08-15,2009-06-30,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,HS,High School,"7-12","11-12","",,,,"","","","","","","","","",2009-08-06,Caruthers Unified
"10755981030535","0600067","00731",Active,Fresno,,Caruthers High,"2580 West Tahoe Avenue","2580 West Tahoe Ave.",Caruthers,"93609-0545",CA,PO Box 545,PO Box 545,Caruthers,"93609-0545",CA,(559) 864-6500,"",www.caruthers.k12.ca.us,1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,36.538216,-119.83844,Mark,Fowler,mfowler@caruthers.k12.ca.us,"","","","","","",2015-06-18,Caruthers Unified
"10755981030543","0600067","00732",Active,Fresno,,MARC High,"2580 West Tahoe Avenue","2580 West Tahoe Ave.",Caruthers,"93609-0545",CA,PO Box 545,PO Box 545,Caruthers,"93609-0545",CA,(559) 495-6443,"",www.caruthers.k12.ca.us/cusd/marc/marc.htm,1993-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","10-12",N,0,36.538328,-119.83836,Tod,Tompkins,ttompkins@caruthers.k12.ca.us,"","","","","","",2015-10-26,Caruthers Unified
"10755986005813","0600067","00730",Active,Fresno,,Caruthers Elementary,"13699 South Quince Quince Avenue and Tiller Avenue","13699 South Quince Quince Ave. and Tiller Ave.",Caruthers,"93609",CA,PO Box 7 Quince Avenue and Tiller Avenue,PO Box 7 Quince Ave. and Tiller Ave.,Caruthers,"93609-0007",CA,(559) 864-6500,"",www.caruthers.k12.ca.us,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.537664,-119.83236,Marla,Dominguez,mdominguez@caruthers.k12.ca.us,"","","","","","",2015-06-18,Caruthers Unified
"10767780000000","0601415","",Active,Fresno,,"","7950 South Elm Avenue","7950 South Elm Ave.",Fresno,"93706-9283",CA,"7950 South Elm Avenue","7950 South Elm Ave.",Fresno,"93706-9283",CA,(559) 495-5600,"",www.wusd.ws,,,,"","","54",Unified School District,"","","","","","","","","",,36.620238,-119.78996,Joey,Campbell,jcampbell@wusd.ws,"","","","","","",2016-08-25,Washington Unified
"10767780108993","0601415","10785",Active,Fresno,,Easton Community Day,"5865 South Clara Avenue","5865 South Clara Ave.",Fresno,"93706-5805",CA,"6041 South Elm Avenue","6041 South Elm Ave.",Fresno,"93706",CA,(559) 485-8805,"599","",2005-08-08,,0,"","","54",Unified School District,"69",District Community Day Schools,COMMDAY,Community Day School,HS,High School,"9-12","11-12",N,0,36.650368,-119.7954,Glen,Freeman,gfreeman@wusd.ws,"","","","","","",2015-06-18,Washington Unified
"11101166071971","0691008","",Closed,Glenn,,"Glenn County Superintendent, W",School Class,School Class,Willows,"95988",CA,"203 N. Murdock","203 N. Murdock",Willows,"95988",CA,"","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
"10767780122473","0601415","12820",Active,Fresno,,Elm High,"5865 South Clara Avenue","5865 South Clara Ave.",Fresno,"93706-5805",CA,"5865 South Clara Avenue","5865 South Clara Ave.",Fresno,"93706-5805",CA,(559) 485-8805,"599",www.wusd.ws,2010-08-10,,0,"","","54",Unified School District,"63",Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,"9-12","9-12",N,0,36.650368,-119.7954,Glen,Freeman,gfreeman@wusd.ws,"","","","","","",2015-06-18,Washington Unified
"10767780122770","0601415","12704",Closed,Fresno,,Anchor Academy Charter,"2385 South Fairview Avenue","2385 South Fairview Ave.",Fresno,"93706",CA,PO Box 12187,PO Box 12187,Fresno,"93776",CA,"","",www.anchoracademycharter.org,2010-08-16,2014-06-30,1,"1245",Directly funded,"54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,"",,36.714339,-119.80422,"","","","","","","","","",2014-07-24,Washington Unified
"10767781030774","0601415","08472",Active,Fresno,,W. E. B. DuBois Public Charter,"2604 Martin Luther King Boulevard","2604 Martin Luther King Blvd.",Fresno,"93706",CA,"2604 Martin Luther King Boulevard","2604 Martin Luther King Blvd.",Fresno,"93706",CA,(559) 486-1166,"4103",www.agapecorp.com,2000-01-19,,1,"0270",Directly funded,"54",Unified School District,"65",K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,36.706625,-119.79989,Linda,Washington,lwashington@agapecorp.com,"","","","","","",2015-06-18,Washington Unified
"10767781038298","0601415","07896",Active,Fresno,,Easton Continuation High,"5865 South Clara Avenue","5865 South Clara Ave.",Fresno,"93706-5805",CA,"5865 South Clara Avenue","5865 South Clara Ave.",Fresno,"93706-5805",CA,(559) 485-8805,"599","",1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"9-12","10-12",N,0,36.650368,-119.7954,Glen,Freeman,gfreeman@wusd.ws,"","","","","","",2015-06-18,Washington Unified
"10767781038306","0601415","06864",Active,Fresno,,Washington High,"6041 South Elm Avenue","6041 South Elm Ave.",Fresno,"93706-6018",CA,"6041 South Elm Avenue","6041 South Elm Ave.",Fresno,"93706-6018",CA,(559) 485-8805,"",www.wusd.ws,1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,36.648148,-119.79091,Derek,Cruz,dcruz@wusd.ws,"","","","","","",2015-06-18,Washington Unified
"10767786005748","0601415","00147",Active,Fresno,,American Union Elementary,"2801 West Adams Avenue","2801 West Adams Ave.",Fresno,"93706-9601",CA,"2801 West Adams Avenue","2801 West Adams Ave.",Fresno,"93706-9601",CA,(559) 495-5650,"",www.wusd.ws,1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,36.634069,-119.84074,Heather,Gomez,hgomez@wusd.ws,"","","","","","",2016-08-25,Washington Unified
"10767786006605","0601415","01785",Active,Fresno,,West Fresno Elementary,"2910 South Ivy Street","2910 South Ivy St.",Fresno,"93706-5515",CA,"2910 South Ivy Street","2910 South Ivy St.",Fresno,"93706-5515",CA,(559) 495-5615,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,36.696406,-119.7931,Toshia,Blunt,tblunt@wusd.ws,"","","","","","",2015-08-17,Washington Unified
"10767786006613","0601415","01784",Active,Fresno,,West Fresno Middle,"2888 South Ivy Street","2888 South Ivy St.",Fresno,"93706-5513",CA,"2888 South Ivy Street","2888 South Ivy St.",Fresno,"93706-5513",CA,(559) 495-5607,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,36.697989,-119.79304,Lucio,Cortez,lcortez@wusd.ws,"","","","","","",2015-06-18,Washington Unified
"11101160000000","0691008","",Active,Glenn,,"","311 South Villa Avenue","311 South Villa Ave.",Willows,"95988-2739",CA,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988-2739",CA,(530) 934-6575,"",www.glenncoe.org,,,,"","","00",County Office of Education (COE),"","","","","","","","","",,39.517633,-122.2089,Tracey,Quarne,traceyquarne@glenncoe.org,"","","","","","",2015-06-23,Glenn County Office of Education
"11101160100370","0691008","13282",Active,Glenn,,Glenn Adult Program,"451 South Villa Avenue","451 South Villa Ave.",Willows,"95988",CA,"451 South Villa Avenue","451 South Villa Ave.",Willows,"95988",CA,(530) 934-6320,"",www.glenncoe.org,1994-09-01,,0,"","","00",County Office of Education (COE),"70",Adult Education Centers,TRAD,Traditional,A,Adult,Adult,"",N,,39.51537,-122.20881,Jhan,Dunn,jdunn@glenncoe.org,"","","","","","",2016-01-30,Glenn County Office of Education
"11101160124909","0691008","12983",Active,Glenn,,Walden Academy,"1149 West Wood Street","1149 West Wood St.",Willows,"95988-2614",CA,PO Box 1092,PO Box 1092,Willows,"95988-1092",CA,(530) 361-6480,"",www.waldenacademy.org,2011-09-06,,1,"1350",Directly funded,"00",County Office of Education (COE),"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.524223,-122.20847,Kathy,Zabell,kzabell@waldenacademy.org,Suzanne,Tefs,stefs@waldenacademy.org,"","","",2015-09-11,Glenn County Office of Education
"11101160130724","0691008","13810",Active,Glenn,,Success One!,"451 South Villa Avenue","451 South Villa Ave.",Willows,"95988-2964",CA,"451 South Villa Avenue","451 South Villa Ave.",Willows,"95988-2964",CA,(530) 934-6320,"",www.success-1.org,2014-05-22,,1,"1666",Locally funded,"00",County Office of Education (COE),"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,39.51537,-122.20881,Jhan,Dunn,jdunn@glenncoe.org,"","","","","","",2016-05-10,Glenn County Office of Education
"11101160130807","0691008","13820",Active,Glenn,,Conservation Corps of Long Beach Gateway Cities Charter,"3635 Atlantic Avenue","3635 Atlantic Ave.",Long Beach,"90807-3417",CA,"3635 Atlantic Avenue","3635 Atlantic Ave.",Long Beach,"90807-3417",CA,(562) 216-1790,"",http://cclb-corps.org/,2014-07-21,,1,"1676",Locally funded,"00",County Office of Education (COE),"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","12",N,0,33.823377,-118.18539,Richard,Stroup,rstroup@cclb-corps.org,"","","","","","",2015-06-18,Glenn County Office of Education
"11101161130079","0691008","03076",Closed,Glenn,,Glenn County Opportunity,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988-2739",CA,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988-2739",CA,"","",www.glenncoe.org,1994-02-07,2013-06-13,0,"","","00",County Office of Education (COE),"13",Opportunity Schools,OPP,Opportunity School,ELEMHIGH,Elementary-High Combination,"7-12","4-11","",,39.517633,-122.2089,"","","","","","","","","",2013-09-11,Glenn County Office of Education
"11101161130087","0691008","07086",Active,Glenn,,Glenn County Juvenile Court,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988",CA,"311 South Villa Avenue","311 South Villa Ave.",Willows,"95988",CA,(530) 934-6353,"",www.glenncoe.org,1996-05-20,,0,"","","00",County Office of Education (COE),"14",Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,"7-12","9-12",N,0,39.517633,-122.2089,Lisa,Morgan,lmorgan@glenncoe.org,"","","","","","",2016-05-10,Glenn County Office of Education
"11101161130103","0691008","08479",Active,Glenn,,William Finch,"607 East Tehama Street","607 East Tehama St.",Orland,"95963-1595",CA,PO Box 428,PO Box 428,Orland,"95963",CA,(530) 865-1683,"2500",www.wmfinch.org,1985-06-01,,1,"0634",Locally funded,"00",County Office of Education (COE),"10",County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,K-12,"1-12",N,0,39.749587,-122.19749,Lisa,Morgan,lmorgan@glenncoe.org,"","","","","","",2015-09-19,Glenn County Office of Education
"11101166007629","0691008","",Closed,Glenn,,Ralph L. Herman Development Ce,"924 Second Street","924 Second St.",Orland,"95963",CA,"924 Second Street","924 Second St.",Orland,"95963",CA,"","","",1980-07-01,1989-06-30,0,"","","00",County Office of Education (COE),"10",County Community,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Glenn County Office of Education
